Student_ID,Gender,Age,Semester,Study_Hours_Per_Day,Assignment_Load,Sleep_Hours,Attendance_Percentage,Screen_Time_Hours,Caffeine_Intake,Extracurricular_Hours,Exam_Pressure,Financial_Stress,Social_Support,Stress_Level
511,0,21.0,1.0,4.7,5.0,5.8,76.0,3.8,3.0,4.0,2.0,9.0,2.0,2
512,0,20.0,2.0,6.0,9.0,5.7,81.0,4.7,4.0,4.0,5.0,8.0,7.0,0
513,0,24.0,4.0,1.0,6.0,6.5,94.0,10.5,5.0,3.0,10.0,1.0,8.0,2
514,1,20.0,2.0,8.3,7.0,5.8,79.0,5.8,5.0,5.0,4.0,6.0,7.0,2
515,0,22.0,1.0,5.9,5.0,5.0,80.0,7.6,2.0,0.0,7.0,6.0,2.0,0
516,1,21.0,6.0,6.5,6.0,8.3,78.0,6.8,4.0,2.0,3.0,4.0,8.0,1
517,1,19.0,4.0,4.6,5.0,5.2,78.0,5.3,1.0,1.0,4.0,10.0,6.0,2
518,1,24.0,2.0,4.5,2.0,7.1,70.0,8.8,5.0,5.0,8.0,10.0,1.0,0
519,1,24.0,8.0,3.4,6.0,8.7,85.0,6.5,3.0,4.0,5.0,8.0,3.0,2
520,0,21.0,4.0,5.0,10.0,5.4,73.0,2.2,0.0,4.0,7.0,8.0,9.0,2
521,1,22.0,6.0,6.8,7.0,7.6,76.0,6.4,3.0,0.0,9.0,8.0,6.0,0
522,1,18.0,4.0,5.1,7.0,7.3,71.0,3.9,2.0,2.0,10.0,5.0,3.0,0
523,0,19.0,5.0,3.9,8.0,7.7,86.0,4.5,2.0,1.0,8.0,7.0,4.0,0
524,0,23.0,6.0,5.6,6.0,4.5,90.0,7.9,2.0,3.0,3.0,10.0,3.0,0
525,1,24.0,2.0,4.9,5.0,4.1,80.0,9.3,4.0,3.0,7.0,4.0,3.0,0
526,1,21.0,1.0,3.5,3.0,5.3,91.0,7.4,3.0,1.0,9.0,9.0,6.0,0
527,0,20.0,5.0,7.3,9.0,5.0,68.0,7.1,3.0,0.0,3.0,1.0,4.0,2
528,0,21.0,2.0,5.9,8.0,7.5,86.0,7.4,2.0,2.0,6.0,9.0,9.0,2
529,0,20.0,1.0,4.3,7.0,5.3,72.0,7.2,2.0,5.0,10.0,4.0,10.0,2
530,1,24.0,5.0,2.9,6.0,3.0,85.0,7.9,5.0,4.0,8.0,8.0,2.0,0
531,0,22.0,5.0,6.8,8.0,3.0,74.0,5.0,1.0,5.0,6.0,7.0,10.0,2
532,0,24.0,2.0,6.2,2.0,9.0,75.0,7.0,2.0,1.0,6.0,6.0,5.0,1
533,0,22.0,7.0,3.5,5.0,6.2,93.0,9.7,2.0,5.0,10.0,9.0,8.0,0
534,0,19.0,3.0,3.7,1.0,5.3,73.0,6.0,5.0,1.0,5.0,2.0,4.0,1
535,1,21.0,2.0,3.1,2.0,6.7,69.0,10.2,3.0,4.0,1.0,1.0,7.0,1
536,1,18.0,5.0,5.6,10.0,6.1,74.0,6.4,0.0,5.0,7.0,5.0,4.0,0
537,1,23.0,5.0,1.9,8.0,7.8,73.0,6.8,1.0,4.0,3.0,1.0,1.0,1
538,0,24.0,6.0,4.6,8.0,9.0,94.0,7.6,4.0,2.0,9.0,8.0,3.0,0
539,1,22.0,8.0,3.5,10.0,5.9,92.0,9.3,4.0,5.0,9.0,5.0,6.0,0
540,0,22.0,4.0,5.2,2.0,4.3,93.0,8.8,2.0,2.0,7.0,5.0,3.0,2
541,0,18.0,1.0,3.7,9.0,9.0,73.0,9.2,2.0,2.0,8.0,9.0,1.0,0
542,0,24.0,8.0,4.1,5.0,8.4,65.0,7.1,3.0,2.0,10.0,4.0,1.0,0
543,0,19.0,7.0,6.7,9.0,7.2,92.0,5.3,3.0,1.0,3.0,7.0,7.0,2
544,1,20.0,2.0,3.7,7.0,8.0,80.0,6.3,4.0,4.0,5.0,5.0,9.0,1
545,0,21.0,4.0,4.2,2.0,5.1,76.0,7.8,1.0,2.0,2.0,8.0,10.0,1
546,0,20.0,8.0,9.1,4.0,4.9,85.0,7.0,0.0,1.0,1.0,9.0,1.0,2
547,1,18.0,5.0,7.8,5.0,6.4,73.0,7.9,5.0,3.0,1.0,4.0,2.0,2
548,1,18.0,8.0,2.9,4.0,7.1,86.0,6.6,3.0,2.0,8.0,6.0,8.0,2
549,1,20.0,2.0,7.0,3.0,8.3,68.0,12.2,2.0,3.0,2.0,9.0,8.0,1
550,1,19.0,5.0,6.2,7.0,7.0,65.0,7.4,0.0,5.0,4.0,7.0,8.0,2
551,1,23.0,1.0,4.3,4.0,7.0,94.0,6.4,5.0,0.0,9.0,4.0,8.0,2
552,0,23.0,5.0,5.3,6.0,8.5,75.0,5.0,5.0,5.0,1.0,9.0,9.0,1
553,1,20.0,8.0,7.3,5.0,8.5,77.0,6.8,2.0,0.0,4.0,2.0,4.0,1
554,0,20.0,1.0,1.0,3.0,5.6,82.0,9.6,4.0,0.0,7.0,4.0,1.0,2
555,1,22.0,8.0,5.0,10.0,5.0,74.0,6.0,2.0,0.0,4.0,3.0,8.0,2
556,1,23.0,6.0,6.7,1.0,7.3,68.0,6.5,2.0,5.0,3.0,9.0,2.0,2
557,1,21.0,4.0,4.3,6.0,5.9,100.0,5.2,5.0,2.0,8.0,4.0,1.0,0
558,0,20.0,3.0,8.2,5.0,6.0,67.0,9.4,3.0,5.0,8.0,9.0,5.0,0
559,0,19.0,3.0,8.0,9.0,8.0,87.0,6.1,2.0,5.0,8.0,5.0,10.0,2
560,1,18.0,3.0,5.8,8.0,6.5,83.0,5.2,2.0,4.0,6.0,8.0,1.0,0
561,0,23.0,3.0,5.6,1.0,4.7,88.0,9.4,4.0,1.0,6.0,2.0,9.0,1
562,0,19.0,8.0,4.1,9.0,6.8,74.0,7.6,4.0,2.0,6.0,7.0,6.0,0
563,1,18.0,2.0,4.5,1.0,7.4,73.0,6.1,1.0,0.0,4.0,2.0,8.0,1
564,1,18.0,1.0,6.7,10.0,4.5,89.0,7.3,5.0,3.0,9.0,10.0,10.0,0
565,0,18.0,6.0,8.9,4.0,5.0,69.0,5.6,0.0,1.0,8.0,2.0,8.0,2
566,1,20.0,7.0,6.0,6.0,6.8,68.0,7.7,4.0,2.0,9.0,1.0,2.0,0
567,0,18.0,4.0,6.0,9.0,7.5,71.0,9.2,0.0,5.0,4.0,9.0,7.0,2
568,1,19.0,4.0,5.8,10.0,6.1,76.0,8.3,4.0,5.0,9.0,7.0,2.0,0
569,0,23.0,8.0,8.8,7.0,6.3,71.0,5.1,1.0,1.0,9.0,7.0,9.0,0
570,0,23.0,3.0,7.2,9.0,6.3,93.0,2.7,2.0,2.0,9.0,6.0,6.0,0
571,0,24.0,7.0,6.7,6.0,5.7,80.0,6.8,4.0,4.0,4.0,7.0,9.0,2
572,0,20.0,8.0,5.7,8.0,6.8,90.0,8.4,0.0,5.0,1.0,5.0,10.0,1
573,1,22.0,3.0,4.1,5.0,7.3,65.0,6.5,2.0,1.0,4.0,6.0,1.0,2
574,0,22.0,3.0,6.5,2.0,7.4,67.0,5.1,3.0,2.0,3.0,3.0,5.0,1
575,0,22.0,4.0,7.2,4.0,5.7,81.0,8.6,2.0,0.0,10.0,7.0,10.0,0
576,1,23.0,2.0,5.7,6.0,9.0,95.0,6.6,1.0,3.0,10.0,2.0,10.0,1
577,0,18.0,7.0,4.3,2.0,6.5,68.0,6.4,2.0,2.0,7.0,7.0,2.0,2
578,1,23.0,1.0,6.6,7.0,4.1,68.0,4.9,2.0,4.0,1.0,6.0,9.0,1
579,1,20.0,4.0,2.9,3.0,7.9,68.0,10.4,5.0,5.0,7.0,8.0,10.0,1
580,1,19.0,7.0,4.8,5.0,6.2,90.0,7.1,1.0,1.0,6.0,2.0,8.0,1
581,1,22.0,7.0,7.3,5.0,5.1,70.0,7.5,3.0,4.0,7.0,3.0,3.0,2
582,0,22.0,4.0,7.0,8.0,7.3,90.0,7.4,5.0,4.0,4.0,9.0,10.0,2
583,1,19.0,2.0,7.0,5.0,3.0,92.0,8.4,2.0,5.0,10.0,2.0,2.0,0
584,0,21.0,6.0,3.7,6.0,3.8,77.0,8.0,2.0,2.0,10.0,1.0,5.0,0
585,1,20.0,8.0,7.7,10.0,6.3,74.0,8.9,3.0,0.0,4.0,4.0,6.0,0
586,1,24.0,2.0,8.2,2.0,8.5,68.0,10.3,1.0,4.0,3.0,5.0,1.0,2
587,0,23.0,2.0,6.5,5.0,6.6,93.0,3.8,3.0,0.0,6.0,4.0,9.0,1
588,1,19.0,5.0,4.5,9.0,5.2,95.0,11.3,4.0,5.0,3.0,1.0,7.0,2
589,1,20.0,3.0,4.6,1.0,6.7,83.0,8.1,1.0,5.0,10.0,5.0,1.0,2
590,0,23.0,1.0,5.1,2.0,9.0,89.0,5.8,5.0,2.0,6.0,2.0,1.0,1
591,0,24.0,7.0,5.4,4.0,5.4,89.0,4.4,4.0,5.0,2.0,6.0,8.0,1
592,1,19.0,4.0,3.8,9.0,6.4,94.0,6.1,4.0,5.0,1.0,1.0,4.0,1
593,0,20.0,8.0,3.6,7.0,4.4,75.0,6.8,0.0,2.0,6.0,6.0,5.0,2
594,1,22.0,5.0,2.0,1.0,7.6,81.0,7.2,3.0,0.0,9.0,5.0,4.0,2
595,1,20.0,7.0,2.1,3.0,6.0,70.0,5.5,5.0,3.0,9.0,10.0,4.0,0
596,0,19.0,3.0,5.6,7.0,8.5,84.0,3.2,4.0,2.0,8.0,9.0,3.0,0
597,1,23.0,3.0,5.2,10.0,6.3,99.0,8.3,5.0,1.0,3.0,5.0,9.0,2
598,1,21.0,3.0,5.4,10.0,5.4,75.0,6.4,2.0,0.0,9.0,9.0,2.0,0
599,1,20.0,3.0,3.4,1.0,8.1,85.0,7.0,3.0,3.0,5.0,8.0,5.0,1
600,1,24.0,4.0,8.8,2.0,6.4,73.0,5.6,1.0,0.0,10.0,10.0,5.0,0
601,1,22.0,4.0,2.0,4.0,3.8,66.0,3.8,2.0,0.0,8.0,3.0,9.0,2
602,0,23.0,6.0,5.5,3.0,7.3,89.0,3.8,3.0,3.0,3.0,3.0,4.0,1
603,1,18.0,7.0,6.8,1.0,5.8,82.0,7.3,3.0,1.0,4.0,4.0,2.0,2
604,1,21.0,8.0,8.2,6.0,7.8,94.0,6.5,1.0,3.0,7.0,1.0,10.0,1
605,0,23.0,6.0,3.2,7.0,3.3,99.0,5.6,4.0,5.0,1.0,9.0,2.0,0
606,0,21.0,1.0,4.6,4.0,5.0,98.0,6.7,4.0,3.0,1.0,9.0,7.0,2
607,1,19.0,5.0,5.2,8.0,6.2,90.0,5.7,2.0,2.0,8.0,3.0,7.0,2
608,0,22.0,1.0,5.3,9.0,7.2,74.0,4.8,3.0,5.0,8.0,2.0,9.0,2
609,1,19.0,3.0,7.8,7.0,6.4,91.0,7.0,2.0,3.0,1.0,3.0,8.0,1
610,1,21.0,2.0,6.4,5.0,6.8,85.0,8.9,5.0,5.0,3.0,2.0,2.0,2
611,1,23.0,8.0,5.6,6.0,5.6,70.0,7.7,4.0,5.0,7.0,9.0,10.0,2
612,1,21.0,7.0,2.7,1.0,6.7,75.0,6.9,2.0,4.0,3.0,3.0,3.0,1
613,1,24.0,1.0,4.6,7.0,6.3,84.0,3.2,2.0,5.0,8.0,5.0,3.0,2
614,1,19.0,4.0,3.9,1.0,6.6,81.0,7.3,0.0,3.0,8.0,8.0,9.0,1
615,1,22.0,8.0,2.9,4.0,8.4,78.0,5.3,4.0,5.0,8.0,8.0,7.0,2
616,0,18.0,1.0,6.9,4.0,7.1,100.0,5.7,2.0,4.0,9.0,4.0,1.0,0
617,1,19.0,1.0,8.6,6.0,4.7,67.0,8.8,1.0,0.0,10.0,10.0,5.0,0
618,0,18.0,1.0,7.0,2.0,5.5,91.0,9.8,1.0,1.0,5.0,10.0,10.0,2
619,1,21.0,6.0,4.5,1.0,6.9,70.0,7.5,2.0,2.0,6.0,7.0,2.0,2
620,0,24.0,2.0,4.7,5.0,7.7,95.0,8.6,1.0,0.0,5.0,6.0,9.0,1
621,0,22.0,4.0,1.5,4.0,8.5,68.0,3.7,0.0,4.0,9.0,2.0,8.0,1
622,0,21.0,6.0,7.1,5.0,8.2,98.0,4.8,4.0,4.0,6.0,3.0,10.0,1
623,0,22.0,8.0,4.2,8.0,4.8,76.0,6.6,4.0,1.0,5.0,4.0,1.0,0
624,1,18.0,8.0,4.4,2.0,7.7,78.0,9.6,4.0,3.0,7.0,1.0,6.0,1
625,0,22.0,4.0,7.8,1.0,5.7,77.0,6.6,5.0,2.0,5.0,2.0,5.0,1
626,0,22.0,6.0,1.6,1.0,5.3,72.0,8.9,5.0,2.0,6.0,7.0,10.0,1
627,1,24.0,3.0,8.2,4.0,4.6,86.0,5.8,2.0,5.0,8.0,8.0,1.0,0
628,1,21.0,3.0,4.9,8.0,6.9,99.0,5.4,2.0,3.0,7.0,1.0,9.0,1
629,0,22.0,6.0,5.8,9.0,5.8,99.0,7.0,0.0,1.0,10.0,6.0,6.0,0
630,1,19.0,5.0,6.1,1.0,6.5,86.0,6.1,3.0,5.0,9.0,3.0,10.0,1
631,0,19.0,2.0,4.8,5.0,6.4,85.0,6.3,5.0,0.0,5.0,7.0,2.0,0
632,0,19.0,6.0,4.5,8.0,8.9,84.0,8.1,1.0,4.0,5.0,3.0,2.0,2
633,0,24.0,1.0,4.4,4.0,7.5,70.0,6.3,3.0,4.0,1.0,8.0,9.0,1
634,1,19.0,6.0,7.3,8.0,7.1,98.0,6.8,2.0,2.0,3.0,2.0,9.0,1
635,1,19.0,1.0,5.9,8.0,4.1,89.0,4.7,5.0,4.0,2.0,1.0,5.0,2
636,1,23.0,2.0,2.6,6.0,6.7,94.0,10.5,0.0,0.0,9.0,5.0,1.0,0
637,0,23.0,4.0,9.5,6.0,7.5,77.0,8.0,1.0,2.0,5.0,9.0,6.0,0
638,0,23.0,2.0,1.4,5.0,5.7,74.0,5.4,1.0,2.0,2.0,1.0,10.0,1
639,1,19.0,6.0,3.8,9.0,6.2,85.0,6.1,2.0,1.0,5.0,10.0,4.0,0
640,1,18.0,5.0,1.0,10.0,7.6,86.0,4.9,4.0,3.0,1.0,3.0,1.0,2
641,0,23.0,1.0,5.5,2.0,9.0,89.0,5.2,0.0,0.0,7.0,7.0,3.0,2
642,0,22.0,6.0,1.0,5.0,6.1,86.0,9.2,1.0,5.0,9.0,2.0,8.0,1
643,1,18.0,8.0,8.9,2.0,4.7,94.0,8.0,2.0,5.0,8.0,8.0,4.0,0
644,1,19.0,5.0,4.1,6.0,6.3,90.0,12.3,1.0,5.0,6.0,6.0,8.0,2
645,0,18.0,2.0,2.0,8.0,6.9,72.0,7.9,2.0,3.0,8.0,3.0,5.0,2
646,0,22.0,3.0,7.2,9.0,6.6,71.0,7.6,3.0,5.0,2.0,6.0,9.0,2
647,1,24.0,5.0,4.2,9.0,6.9,94.0,6.3,3.0,4.0,7.0,4.0,10.0,2
648,1,22.0,3.0,6.2,8.0,5.9,89.0,7.8,0.0,2.0,4.0,10.0,7.0,0
649,0,22.0,6.0,4.9,9.0,8.2,80.0,6.9,1.0,5.0,2.0,10.0,8.0,2
650,1,22.0,8.0,1.5,6.0,8.4,100.0,5.2,0.0,3.0,3.0,5.0,7.0,1
651,1,22.0,2.0,3.7,10.0,5.6,89.0,9.7,2.0,3.0,1.0,2.0,4.0,2
652,1,22.0,1.0,1.0,3.0,9.0,74.0,9.1,3.0,4.0,5.0,7.0,10.0,1
653,0,19.0,4.0,5.4,6.0,6.4,84.0,7.6,4.0,5.0,5.0,7.0,6.0,2
654,1,22.0,1.0,6.0,10.0,7.5,97.0,8.1,3.0,1.0,5.0,1.0,6.0,2
655,1,18.0,6.0,5.2,2.0,6.2,83.0,6.7,0.0,1.0,7.0,10.0,7.0,2
656,0,23.0,7.0,4.6,7.0,8.2,89.0,8.2,3.0,4.0,4.0,3.0,8.0,1
657,1,19.0,7.0,1.0,6.0,7.5,91.0,7.4,1.0,2.0,3.0,3.0,1.0,1
658,1,23.0,1.0,5.0,3.0,5.9,96.0,9.2,5.0,3.0,3.0,2.0,3.0,1
659,0,24.0,8.0,6.9,10.0,5.3,92.0,7.8,4.0,1.0,8.0,9.0,7.0,0
660,0,21.0,6.0,3.1,4.0,4.4,76.0,5.7,3.0,4.0,1.0,10.0,8.0,1
661,1,23.0,5.0,6.7,7.0,7.9,99.0,8.0,4.0,2.0,1.0,1.0,10.0,1
662,0,23.0,6.0,6.5,2.0,7.3,95.0,5.7,5.0,0.0,3.0,9.0,5.0,2
663,0,22.0,2.0,5.9,9.0,7.7,70.0,8.5,1.0,3.0,2.0,9.0,10.0,2
664,0,22.0,1.0,7.4,6.0,7.6,99.0,7.7,0.0,3.0,8.0,9.0,8.0,2
665,0,21.0,6.0,7.1,5.0,6.5,83.0,5.2,1.0,0.0,10.0,5.0,10.0,2
666,0,18.0,8.0,4.7,10.0,5.4,75.0,5.6,4.0,0.0,5.0,10.0,1.0,0
667,0,21.0,2.0,4.7,3.0,5.3,97.0,6.4,0.0,2.0,5.0,3.0,10.0,1
668,0,20.0,5.0,1.2,1.0,6.8,72.0,7.0,4.0,1.0,10.0,3.0,8.0,1
669,0,24.0,3.0,3.4,5.0,7.5,80.0,8.9,3.0,1.0,9.0,1.0,6.0,2
670,1,19.0,3.0,1.8,8.0,5.4,91.0,5.5,3.0,1.0,8.0,3.0,4.0,2
671,0,18.0,5.0,3.1,2.0,7.7,68.0,6.6,1.0,3.0,7.0,8.0,5.0,2
672,0,23.0,4.0,4.5,7.0,3.5,89.0,8.3,3.0,2.0,3.0,9.0,7.0,0
673,1,20.0,8.0,2.5,7.0,6.6,85.0,7.6,4.0,5.0,1.0,2.0,9.0,1
674,0,24.0,7.0,7.7,10.0,4.5,82.0,2.0,2.0,2.0,5.0,2.0,5.0,2
675,0,21.0,4.0,5.4,10.0,9.0,77.0,9.5,4.0,2.0,3.0,6.0,9.0,2
676,1,23.0,1.0,5.4,2.0,5.8,65.0,8.6,3.0,0.0,9.0,2.0,8.0,2
677,0,19.0,5.0,3.1,5.0,7.2,77.0,8.0,0.0,0.0,10.0,2.0,1.0,2
678,1,22.0,2.0,7.1,2.0,9.0,70.0,7.8,4.0,1.0,7.0,10.0,3.0,0
679,1,23.0,3.0,4.0,5.0,6.5,83.0,3.5,3.0,5.0,2.0,8.0,5.0,1
680,0,23.0,6.0,3.6,5.0,5.9,75.0,6.0,0.0,2.0,1.0,7.0,7.0,1
681,0,18.0,5.0,5.3,5.0,5.3,76.0,9.2,3.0,0.0,8.0,4.0,10.0,2
682,0,19.0,8.0,5.0,2.0,6.5,74.0,6.3,4.0,3.0,4.0,10.0,2.0,2
683,0,23.0,5.0,5.3,2.0,7.7,67.0,5.3,0.0,0.0,10.0,5.0,8.0,2
684,1,21.0,3.0,3.7,1.0,6.0,67.0,4.3,5.0,3.0,5.0,3.0,6.0,1
685,0,22.0,1.0,3.4,9.0,5.8,96.0,8.7,3.0,3.0,7.0,2.0,9.0,2
686,1,18.0,7.0,5.5,8.0,6.8,72.0,8.7,4.0,4.0,6.0,6.0,5.0,0
687,0,18.0,2.0,4.7,6.0,7.1,99.0,6.8,2.0,0.0,8.0,5.0,4.0,2
688,1,22.0,1.0,5.5,7.0,5.6,77.0,2.1,2.0,5.0,7.0,2.0,6.0,2
689,0,18.0,8.0,4.7,4.0,8.6,73.0,8.9,0.0,1.0,1.0,10.0,4.0,1
690,0,21.0,2.0,6.9,9.0,8.4,84.0,7.2,3.0,4.0,8.0,1.0,1.0,0
691,0,18.0,6.0,5.4,1.0,5.6,90.0,6.4,0.0,1.0,9.0,8.0,9.0,2
692,1,23.0,4.0,6.2,2.0,8.3,67.0,6.7,5.0,1.0,8.0,1.0,8.0,1
693,1,19.0,3.0,4.1,1.0,6.5,76.0,8.2,5.0,0.0,5.0,2.0,8.0,1
694,1,24.0,2.0,2.1,2.0,3.1,72.0,5.9,3.0,4.0,10.0,4.0,2.0,0
695,1,21.0,6.0,2.6,7.0,5.7,85.0,6.7,0.0,5.0,10.0,9.0,3.0,0
696,0,24.0,4.0,4.1,1.0,8.7,76.0,7.7,2.0,0.0,2.0,5.0,3.0,1
697,0,19.0,6.0,5.6,9.0,7.4,75.0,4.7,3.0,1.0,10.0,1.0,3.0,0
698,1,24.0,7.0,7.1,3.0,6.4,66.0,8.3,3.0,0.0,1.0,1.0,3.0,1
699,1,23.0,5.0,2.9,7.0,4.2,95.0,8.6,5.0,1.0,4.0,3.0,5.0,2
700,0,21.0,4.0,5.8,3.0,5.1,67.0,5.3,4.0,1.0,8.0,10.0,2.0,0
701,0,20.0,7.0,7.3,1.0,4.7,100.0,10.3,1.0,1.0,2.0,9.0,2.0,2
702,0,24.0,4.0,3.2,8.0,7.5,78.0,6.3,2.0,0.0,4.0,2.0,3.0,2
703,0,21.0,3.0,6.2,3.0,5.7,67.0,6.7,0.0,5.0,6.0,5.0,4.0,2
704,0,20.0,6.0,5.1,10.0,5.0,94.0,8.5,0.0,0.0,1.0,9.0,3.0,0
705,1,24.0,1.0,4.0,8.0,6.2,97.0,5.0,0.0,0.0,4.0,8.0,10.0,2
706,0,21.0,4.0,1.0,6.0,6.2,79.0,11.8,0.0,2.0,4.0,2.0,4.0,1
707,0,24.0,4.0,6.6,7.0,6.5,79.0,6.5,0.0,3.0,10.0,8.0,1.0,0
708,0,19.0,4.0,5.0,10.0,7.3,94.0,4.6,1.0,3.0,6.0,3.0,8.0,2
709,1,23.0,6.0,7.2,5.0,7.6,77.0,8.4,2.0,1.0,1.0,10.0,1.0,2
710,0,19.0,2.0,5.9,8.0,6.5,94.0,8.3,3.0,1.0,6.0,4.0,5.0,0
711,1,24.0,3.0,6.2,10.0,6.0,100.0,5.9,1.0,0.0,7.0,9.0,8.0,0
712,1,22.0,8.0,5.2,8.0,8.8,82.0,4.5,0.0,5.0,7.0,4.0,4.0,2
713,0,21.0,4.0,2.1,10.0,6.7,74.0,7.1,4.0,0.0,7.0,1.0,1.0,0
714,0,23.0,1.0,5.3,7.0,6.9,98.0,6.6,3.0,3.0,2.0,8.0,8.0,2
715,1,18.0,1.0,8.0,7.0,4.1,78.0,5.3,1.0,2.0,5.0,4.0,2.0,0
716,1,21.0,5.0,4.8,3.0,4.0,94.0,6.6,4.0,5.0,10.0,1.0,8.0,2
717,0,24.0,3.0,8.3,7.0,6.5,76.0,7.5,2.0,5.0,8.0,1.0,2.0,0
718,0,23.0,6.0,2.5,9.0,5.6,67.0,6.2,2.0,3.0,5.0,10.0,9.0,2
719,1,24.0,2.0,4.4,10.0,8.4,86.0,8.1,5.0,0.0,9.0,6.0,1.0,0
720,1,21.0,6.0,2.8,8.0,6.9,67.0,8.0,2.0,2.0,3.0,9.0,2.0,0
721,1,19.0,6.0,7.3,4.0,8.9,99.0,5.0,0.0,5.0,8.0,10.0,4.0,2
722,1,20.0,6.0,3.4,5.0,4.6,97.0,6.5,5.0,3.0,5.0,1.0,2.0,2
723,0,20.0,8.0,5.9,8.0,8.0,97.0,6.8,4.0,0.0,8.0,9.0,9.0,0
724,0,21.0,6.0,4.4,2.0,6.7,77.0,5.3,3.0,0.0,2.0,7.0,3.0,1
725,0,18.0,2.0,9.2,3.0,4.1,82.0,7.4,0.0,5.0,3.0,8.0,3.0,2
726,1,22.0,1.0,9.0,5.0,6.5,91.0,6.6,5.0,4.0,3.0,8.0,6.0,2
727,0,21.0,1.0,4.3,5.0,6.2,77.0,9.7,0.0,0.0,4.0,9.0,6.0,2
728,0,22.0,6.0,1.0,6.0,8.8,96.0,4.2,4.0,5.0,9.0,9.0,8.0,2
729,0,20.0,3.0,4.5,5.0,5.9,75.0,8.2,2.0,1.0,8.0,6.0,5.0,0
730,1,19.0,6.0,1.8,5.0,7.2,94.0,11.0,1.0,4.0,3.0,9.0,5.0,2
731,1,19.0,3.0,2.3,3.0,6.8,80.0,5.7,0.0,0.0,6.0,10.0,3.0,2
732,0,20.0,6.0,5.9,3.0,6.5,78.0,5.7,4.0,5.0,1.0,6.0,6.0,1
733,1,20.0,8.0,6.0,9.0,9.0,75.0,6.6,4.0,2.0,2.0,1.0,7.0,1
734,0,24.0,3.0,6.4,8.0,4.6,85.0,5.1,1.0,0.0,9.0,9.0,6.0,0
735,0,21.0,5.0,5.9,10.0,8.7,74.0,7.7,4.0,5.0,8.0,6.0,2.0,0
736,0,18.0,3.0,4.4,9.0,6.5,72.0,4.5,2.0,0.0,7.0,10.0,4.0,0
737,0,20.0,2.0,6.2,6.0,7.8,68.0,6.1,4.0,5.0,4.0,10.0,9.0,2
738,1,24.0,5.0,4.1,4.0,6.9,66.0,6.1,0.0,4.0,8.0,2.0,9.0,1
739,0,19.0,8.0,4.9,6.0,9.0,97.0,6.5,0.0,5.0,6.0,7.0,3.0,2
740,0,20.0,7.0,4.3,6.0,5.5,65.0,8.5,2.0,2.0,6.0,5.0,8.0,2
741,1,19.0,8.0,4.6,7.0,5.5,93.0,9.6,2.0,1.0,7.0,7.0,3.0,0
742,1,19.0,4.0,7.8,5.0,5.6,95.0,3.3,4.0,2.0,2.0,10.0,7.0,2
743,1,18.0,7.0,7.0,5.0,5.5,91.0,8.6,1.0,4.0,8.0,10.0,3.0,0
744,1,19.0,7.0,1.1,5.0,7.8,100.0,4.6,3.0,0.0,5.0,10.0,5.0,2
745,0,22.0,8.0,6.5,4.0,6.5,66.0,5.1,0.0,1.0,5.0,5.0,8.0,1
746,1,23.0,5.0,4.2,7.0,7.5,76.0,7.2,3.0,5.0,4.0,1.0,2.0,2
747,0,21.0,2.0,6.2,10.0,9.0,88.0,3.9,4.0,3.0,10.0,7.0,5.0,0
748,0,23.0,2.0,8.2,6.0,6.7,97.0,5.2,5.0,4.0,1.0,5.0,3.0,2
749,1,19.0,6.0,2.3,8.0,6.2,73.0,8.8,2.0,1.0,1.0,5.0,6.0,1
750,0,23.0,6.0,4.7,1.0,8.8,83.0,4.1,2.0,4.0,2.0,9.0,4.0,1
751,1,24.0,2.0,5.0,10.0,4.6,75.0,7.7,4.0,2.0,6.0,5.0,5.0,0
752,0,18.0,6.0,6.8,3.0,5.9,65.0,2.0,1.0,4.0,5.0,6.0,8.0,1
753,0,20.0,3.0,5.4,2.0,7.2,78.0,7.8,1.0,4.0,4.0,4.0,9.0,1
754,1,21.0,8.0,7.5,2.0,4.9,72.0,8.4,1.0,0.0,8.0,6.0,5.0,2
755,0,19.0,8.0,7.4,10.0,3.8,98.0,7.6,2.0,1.0,5.0,1.0,2.0,0
756,1,19.0,3.0,4.0,4.0,6.4,84.0,7.7,1.0,1.0,3.0,2.0,7.0,1
757,1,18.0,1.0,4.0,8.0,5.5,92.0,7.1,0.0,1.0,2.0,1.0,9.0,1
758,1,21.0,2.0,2.8,5.0,4.9,67.0,8.4,0.0,2.0,1.0,2.0,2.0,1
759,1,22.0,4.0,2.7,3.0,7.5,87.0,7.9,0.0,0.0,3.0,5.0,10.0,1
760,0,20.0,3.0,1.5,9.0,5.5,80.0,9.4,4.0,4.0,2.0,2.0,10.0,1
761,1,22.0,4.0,3.0,4.0,5.8,83.0,7.9,1.0,4.0,1.0,2.0,4.0,1
762,0,20.0,3.0,6.6,8.0,6.1,71.0,5.8,1.0,2.0,7.0,7.0,4.0,0
763,1,21.0,2.0,7.8,6.0,9.0,72.0,9.0,3.0,0.0,9.0,3.0,8.0,2
764,0,23.0,5.0,5.2,9.0,5.3,67.0,5.3,0.0,2.0,8.0,2.0,7.0,2
765,0,21.0,5.0,6.0,8.0,7.1,79.0,9.8,4.0,3.0,5.0,7.0,4.0,0
766,1,24.0,8.0,6.3,6.0,4.2,76.0,9.1,0.0,5.0,8.0,2.0,7.0,2
767,0,22.0,2.0,3.0,2.0,5.9,74.0,7.5,3.0,3.0,10.0,2.0,3.0,2
